"","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"14788","GO:0070318",0.0814972351981603,0.998271747580031,1,2,"positive regulation of G0 to G1 transition","BP"
"13672","GO:0060088",0.0815168669211777,0.989179637622852,2,12,"auditory receptor cell stereocilium organization","BP"
"4434","GO:0009889",0.0816440974859543,0.935344931604029,87,2169,"regulation of biosynthetic process","BP"
"7044","GO:0030516",0.0818864150058673,0.965738826241311,7,106,"regulation of axon extension","BP"
"13037","GO:0051233",0.0819570232914657,0.976190781077092,4,46,"spindle midzone","CC"
"16691","GO:0097722",0.0819832052059704,0.971969925715334,5,62,"sperm motility","BP"
"6923","GO:0030261",0.082392507756643,0.971806609603361,5,61,"chromosome condensation","BP"
"7340","GO:0031134",0.0825691093296257,0.998224971753714,1,2,"sister chromatid biorientation","BP"
"261","GO:0000732",0.0826144378227774,0.998222979277891,1,2,"strand displacement","BP"
"13742","GO:0060218",0.0829962208579316,0.988564575783462,2,15,"hematopoietic stem cell differentiation","BP"
"10982","GO:0044454",0.0830358272850786,0.951599002938422,16,304,NA,NA
"8314","GO:0033044",0.0833388209183707,0.950551108480156,17,317,"regulation of chromosome organization","BP"
"1509","GO:0003886",0.0834018186874574,0.998188182598993,1,2,"DNA (cytosine-5-)-methyltransferase activity","MF"
"253","GO:0000723",0.0836830251587863,0.967717905890408,6,82,"telomere maintenance","BP"
"10806","GO:0044030",0.0838100519793374,0.988577365017779,2,13,"regulation of DNA methylation","BP"
"12234","GO:0048219",0.0839709241458631,0.998162812658714,1,2,"inter-Golgi cisterna vesicle-mediated transport","BP"
"17297","GO:1900151",0.084410484950088,0.988448387414319,2,13,"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","BP"
"17298","GO:1900153",0.084410484950088,0.988448387414319,2,13,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","BP"
"13336","GO:0051835",0.0844945605842404,0.997531221935779,1,3,"positive regulation of synapse structural plasticity","BP"
"5614","GO:0016445",0.0847403819594031,0.980806020322042,3,28,"somatic diversification of immunoglobulins","BP"
"12687","GO:0050660",0.0848856335593578,0.975044973535741,4,46,"flavin adenine dinucleotide binding","MF"
"14875","GO:0070491",0.0851599558064075,0.974867506360919,4,49,NA,NA
"18845","GO:1904706",0.0852843100508807,0.988155176465305,2,14,"negative regulation of vascular associated smooth muscle cell proliferation","BP"
"6589","GO:0021831",0.0852862268019207,0.997483797661498,1,3,"embryonic olfactory bulb interneuron precursor migration","BP"
"4493","GO:0010042",0.0853944059944068,0.980595544555098,3,28,"response to manganese ion","BP"
"8759","GO:0034393",0.0853993797589855,0.988130029004044,2,14,"positive regulation of smooth muscle cell apoptotic process","BP"
"6300","GO:0019676",0.0854463514956224,0.998096181119577,1,2,"ammonia assimilation cycle","BP"
"6315","GO:0019740",0.0854463514956224,0.998096181119577,1,2,"nitrogen utilization","BP"
"3273","GO:0007059",0.085486074100637,0.953155934346067,13,232,"chromosome segregation","BP"
"13932","GO:0060485",0.0857259055585831,0.95914108052927,9,153,"mesenchyme development","BP"
"15473","GO:0071679",0.0860524968471809,0.988092844626798,2,13,"commissural neuron axon guidance","BP"
"2121","GO:0005031",0.0860676184731277,0.99743652830767,1,3,"tumor necrosis factor receptor activity","MF"
"2123","GO:0005035",0.0860676184731277,0.99743652830767,1,3,"death receptor activity","MF"
"19771","GO:2000301",0.086071371452928,0.988088733731805,2,13,"negative regulation of synaptic vesicle exocytosis","BP"
"2949","GO:0006575",0.0863110160235238,0.958743913947802,9,166,"cellular modified amino acid metabolic process","BP"
"13916","GO:0060460",0.0863264063938662,0.997420772288575,1,3,"left lung morphogenesis","BP"
"18593","GO:1904068",0.0865283729919029,0.997408440852892,1,3,"G protein-coupled receptor signaling pathway involved in social behavior","BP"
"3103","GO:0006790",0.086530930218245,0.950178486597101,15,311,"sulfur compound metabolic process","BP"
"11676","GO:0046174",0.0866262819152191,0.987768505478855,2,15,"polyol catabolic process","BP"
"241","GO:0000703",0.0868581682637917,0.997388238770812,1,3,"oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity","MF"
"17866","GO:1902337",0.0870508534161823,0.997376397758697,1,3,"regulation of apoptotic process involved in morphogenesis","BP"
"3586","GO:0007519",0.0870584739285493,0.962980418756232,7,115,"skeletal muscle tissue development","BP"
"7431","GO:0031326",0.0871512392212605,0.930877452664969,85,2120,"regulation of cellular biosynthetic process","BP"
"9705","GO:0036372",0.0872265606383325,0.997365575768779,1,3,"opsin transport","BP"
"1953","GO:0004708",0.0874086784080229,0.987594250174062,2,15,"MAP kinase kinase activity","MF"
"13073","GO:0051281",0.0875555360750133,0.987561436780895,2,15,"positive regulation of release of sequestered calcium ion into cytosol","BP"
"13727","GO:0060187",0.0877329154936445,0.99733425905128,1,3,"cell pole","CC"
"3864","GO:0008330",0.0877335774385884,0.997334217985549,1,3,"protein tyrosine/threonine phosphatase activity","MF"
"17462","GO:1901142",0.0877945334287973,0.987601963900762,2,14,"insulin metabolic process","BP"
"5631","GO:0016480",0.0878893465434236,0.997324545220173,1,3,"negative regulation of transcription by RNA polymerase III","BP"
"7442","GO:0031339",0.0878984758990932,0.987688217386022,2,13,"negative regulation of vesicle fusion","BP"
"9963","GO:0042138",0.0884689337865221,0.997288394357141,1,3,"meiotic DNA double-strand break formation","BP"
"8056","GO:0032571",0.0885899851248164,0.997950065231787,1,2,"response to vitamin K","BP"
"5902","GO:0017017",0.0886134858625717,0.997279338746903,1,3,"MAP kinase tyrosine/serine/threonine phosphatase activity","MF"
"12514","GO:0048785",0.0891451582603567,0.99724589619554,1,3,"hatching gland development","BP"
"7821","GO:0032200",0.0893508735078595,0.96493094526699,6,83,"telomere organization","BP"
"8161","GO:0032781",0.0895500094572779,0.973071910102405,4,51,"positive regulation of ATP-dependent activity","BP"
"569","GO:0001712",0.0895899680618509,0.9972177536943,1,3,"ectodermal cell fate commitment","BP"
"4129","GO:0009093",0.0895923762531609,0.997217600925355,1,3,"cysteine catabolic process","BP"
"6258","GO:0019448",0.0895923762531609,0.997217600925355,1,3,"L-cysteine catabolic process","BP"
"16177","GO:0090238",0.0896900770740813,0.997211399369368,1,3,"positive regulation of arachidonic acid secretion","BP"
"12558","GO:0048850",0.0898123454628663,0.997203628244939,1,3,"hypophysis morphogenesis","BP"
"12559","GO:0048852",0.0898123454628663,0.997203628244939,1,3,"diencephalon morphogenesis","BP"
"16444","GO:0097151",0.0899717256009702,0.997193481442789,1,3,"positive regulation of inhibitory postsynaptic potential","BP"
"16850","GO:0098828",0.0899717256009702,0.997193481442789,1,3,"modulation of inhibitory postsynaptic potential","BP"
"1730","GO:0004362",0.0900215439662613,0.99719030586678,1,3,"glutathione-disulfide reductase (NADPH) activity","MF"
"19671","GO:2000118",0.0902935911014112,0.997172931703039,1,3,"regulation of sodium-dependent phosphate transport","BP"
"19672","GO:2000120",0.0902935911014112,0.997172931703039,1,3,"positive regulation of sodium-dependent phosphate transport","BP"
"8541","GO:0033674",0.0904129154691839,0.945713444484795,17,338,"positive regulation of kinase activity","BP"
"3458","GO:0007350",0.0904392427800357,0.954520918782438,10,172,"blastoderm segmentation","BP"
"1342","GO:0003283",0.0906060261669378,0.986970909421811,2,14,"atrial septum development","BP"
"5009","GO:0014835",0.0906721837193239,0.997148660078386,1,3,"myoblast differentiation involved in skeletal muscle regeneration","BP"
"9901","GO:0040040",0.090751289738295,0.986937977506263,2,14,"thermosensory behavior","BP"
"19440","GO:1990423",0.0908341976814271,0.997842288304551,1,2,"RZZ complex","CC"
"17491","GO:1901228",0.0908535791442039,0.997136992433242,1,3,NA,NA
"19270","GO:1905818",0.0909436825261609,0.967880160321329,5,66,"regulation of chromosome separation","BP"
"3602","GO:0007548",0.0909484487563498,0.944499141580942,18,355,"sex differentiation","BP"
"11787","GO:0046502",0.0910238444028325,0.997126018079244,1,3,"uroporphyrinogen III metabolic process","BP"
"12890","GO:0051004",0.0910588835464081,0.986868138970608,2,14,"regulation of lipoprotein lipase activity","BP"
"6858","GO:0030166",0.0910824131914468,0.972452016776141,4,51,"proteoglycan biosynthetic process","BP"
"12175","GO:0048082",0.0912500296668574,0.997111405547483,1,3,"regulation of adult chitin-containing cuticle pigmentation","BP"
"11091","GO:0045003",0.0914225507912409,0.986785384141737,2,14,"double-strand break repair via synthesis-dependent strand annealing","BP"
"19659","GO:2000105",0.0915427369274429,0.978533098202546,3,29,"positive regulation of DNA-templated DNA replication","BP"
"1298","GO:0003193",0.0915493076605931,0.997092011469385,1,3,"pulmonary valve formation","BP"
"9513","GO:0035922",0.0915493076605931,0.997092011469385,1,3,"foramen ovale closure","BP"
"12308","GO:0048369",0.0915493076605931,0.997092011469385,1,3,"lateral mesoderm morphogenesis","BP"
"12309","GO:0048370",0.0915493076605931,0.997092011469385,1,3,"lateral mesoderm formation","BP"
"12413","GO:0048620",0.0915493076605931,0.997092011469385,1,3,"post-embryonic hindgut morphogenesis","BP"
"20017","GO:2000793",0.0915493076605931,0.997092011469385,1,3,"cell proliferation involved in heart valve development","BP"
"5372","GO:0015942",0.0920305220836864,0.997060685343384,1,3,"formate metabolic process","BP"
"4473","GO:0009992",0.092100725642281,0.997056100581435,1,3,"intracellular water homeostasis","BP"
"11345","GO:0045597",0.0921260653782309,0.937117846355341,29,637,"positive regulation of cell differentiation","BP"
"1268","GO:0003151",0.0922552042293168,0.967230985272098,5,69,"outflow tract morphogenesis","BP"
"1629","GO:0004096",0.092412967084493,0.997035663927221,1,3,"catalase activity","MF"
"17223","GO:1900016",0.0926048738338568,0.997023066722072,1,3,"negative regulation of cytokine production involved in inflammatory response","BP"
"8115","GO:0032689",0.0927354138002368,0.997014481833554,1,3,"negative regulation of type II interferon production","BP"
"7412","GO:0031297",0.0931927407189642,0.978030658746425,3,28,"replication fork processing","BP"
"7619","GO:0031667",0.093318803750064,0.938700970264745,24,506,"response to nutrient levels","BP"
"14363","GO:0061341",0.0933597718526636,0.996973242682854,1,3,"non-canonical Wnt signaling pathway involved in heart development","BP"
"14366","GO:0061346",0.0933597718526636,0.996973242682854,1,3,"planar cell polarity pathway involved in heart morphogenesis","BP"
"2002","GO:0004774",0.0934862221629379,0.996964854589736,1,3,"succinate-CoA ligase activity","MF"
"10238","GO:0042709",0.0934862221629379,0.996964854589736,1,3,"succinate-CoA ligase complex","CC"
"11202","GO:0045201",0.0942352599424316,0.996914918330035,1,3,"maintenance of neuroblast polarity","BP"
"12892","GO:0051006",0.0942824307202012,0.996911759331775,1,3,"positive regulation of lipoprotein lipase activity","BP"
"9106","GO:0035177",0.0943680881902,0.996906018583185,1,3,"larval foraging behavior","BP"
"18027","GO:1902804",0.0944835907808122,0.986080912067744,2,14,"negative regulation of synaptic vesicle transport","BP"
"566","GO:0001709",0.0945680875496844,0.954063485841045,9,148,"cell fate determination","BP"
"2898","GO:0006521",0.0945799858584326,0.985953381845126,2,15,"regulation of cellular amino acid metabolic process","BP"
"2900","GO:0006524",0.0945918613450556,0.996890995050579,1,3,"alanine catabolic process","BP"
"4120","GO:0009080",0.0945918613450556,0.996890995050579,1,3,"pyruvate family amino acid catabolic process","BP"
"6206","GO:0019265",0.0945918613450556,0.996890995050579,1,3,"glycine biosynthetic process, by transamination of glyoxylate","BP"
"10318","GO:0042853",0.0945918613450556,0.996890995050579,1,3,"L-alanine catabolic process","BP"
"2554","GO:0005967",0.0946979983472309,0.996883855995331,1,3,"mitochondrial pyruvate dehydrogenase complex","CC"
"3441","GO:0007315",0.0947379905519899,0.971056412708981,4,47,"pole plasm assembly","BP"
"4997","GO:0014813",0.094747192777146,0.996880544144963,1,3,"skeletal muscle satellite cell commitment","BP"
"5852","GO:0016882",0.0947996846498371,0.996877008277277,1,3,"cyclo-ligase activity","MF"
"13566","GO:0055081",0.0948392119512739,0.966038408518213,5,69,"monoatomic anion homeostasis","BP"
"12930","GO:0051053",0.0948652781745255,0.956222690427463,8,125,"negative regulation of DNA metabolic process","BP"
"4284","GO:0009309",0.0949405170213589,0.977218888348738,3,33,"amine biosynthetic process","BP"
"9767","GO:0036518",0.0951686417565126,0.996852096126758,1,3,"chemorepulsion of dopaminergic neuron axon","BP"
"14493","GO:0061643",0.0951686417565126,0.996852096126758,1,3,"chemorepulsion of axon","BP"
"18682","GO:1904353",0.0954045066581896,0.977233551731629,3,29,"regulation of telomere capping","BP"
"6161","GO:0019166",0.0955477976577189,0.996826387510458,1,3,"trans-2-enoyl-CoA reductase (NADPH) activity","MF"
"770","GO:0002021",0.0961772698802128,0.985483508265767,2,16,"response to dietary excess","BP"
"5855","GO:0016886",0.0963213699633233,0.98554316618092,2,15,"ligase activity, forming phosphoric ester bonds","MF"
"20142","GO:2001182",0.0965440212476823,0.996758317335695,1,3,NA,NA
"12550","GO:0048839",0.096755498126456,0.950706732290724,10,175,"inner ear development","BP"
"1331","GO:0003256",0.0968278523968394,0.996738785302852,1,3,NA,NA
"11507","GO:0045860",0.0968343001491886,0.942282462016649,16,318,"positive regulation of protein kinase activity","BP"
"13807","GO:0060314",0.0969268560799794,0.985221297809163,2,17,"regulation of ryanodine-sensitive calcium-release channel activity","BP"
"8441","GO:0033301",0.096945895648306,0.985504026117241,2,14,"cell cycle comprising mitosis without cytokinesis","BP"
"13334","GO:0051823",0.0969485499265537,0.985394305987171,2,15,"regulation of synapse structural plasticity","BP"
"1965","GO:0004724",0.0969694728871652,0.99672901663149,1,3,NA,NA
"6444","GO:0021527",0.097032495332241,0.98519587860335,2,17,"spinal cord association neuron differentiation","BP"
"13568","GO:0055083",0.0974421566177795,0.969838077689694,4,51,NA,NA
"4402","GO:0009758",0.097699996079889,0.996678383805518,1,3,"carbohydrate utilization","BP"
"1813","GO:0004497",0.0979090536484268,0.969643591436729,4,51,"monooxygenase activity","MF"
"9974","GO:0042165",0.0979246574505647,0.976193157313279,3,33,"neurotransmitter binding","MF"
"12985","GO:0051148",0.0979897147607837,0.969659257029139,4,49,"negative regulation of muscle cell differentiation","BP"
"11092","GO:0045004",0.0981776498843605,0.997469299026146,1,2,"DNA replication proofreading","BP"
"12563","GO:0048857",0.098364936908572,0.976124693325822,3,31,"neural nucleus development","BP"
"5647","GO:0016509",0.0984228130186551,0.996627884230172,1,3,"long-chain-3-hydroxyacyl-CoA dehydrogenase activity","MF"
"16846","GO:0098821",0.0984336541785619,0.996627123775641,1,3,"BMP receptor activity","MF"
"1723","GO:0004352",0.0987930743149062,0.996601861357253,1,3,"glutamate dehydrogenase (NAD+) activity","MF"
"1724","GO:0004353",0.0987930743149062,0.996601861357253,1,3,"glutamate dehydrogenase [NAD(P)+] activity","MF"
"6207","GO:0019276",0.0987975340661822,0.996601547276345,1,3,"UDP-N-acetylgalactosamine metabolic process","BP"
"1560","GO:0003985",0.0988101231756853,0.996600660598014,1,3,"acetyl-CoA C-acetyltransferase activity","MF"
"1220","GO:0003053",0.0989572209860416,0.996590291200619,1,3,"circadian regulation of heart rate","BP"
"19340","GO:1990023",0.099126243823309,0.984872863099054,2,15,"mitotic spindle midzone","CC"
"12929","GO:0051052",0.0992430202087225,0.939656154855194,17,331,"regulation of DNA metabolic process","BP"
"10200","GO:0042636",0.0993181108887871,0.996564780815224,1,3,"negative regulation of hair cycle","BP"
"13328","GO:0051799",0.0993181108887871,0.996564780815224,1,3,"negative regulation of hair follicle development","BP"
"15886","GO:0072592",0.0994418265516362,0.996556012740396,1,3,"oxygen metabolic process","BP"
"14177","GO:0060968",0.0995860627667523,0.959737402153673,6,87,NA,NA
"11530","GO:0045910",0.0996677358385287,0.975825233550603,3,28,"negative regulation of DNA recombination","BP"
"10157","GO:0042559",0.0997430330034989,0.984537903106564,2,17,"pteridine-containing compound biosynthetic process","BP"
"15539","GO:0071837",0.0999402070758892,0.984489608303431,2,17,"HMG box domain binding","MF"
"803","GO:0002063",0.100058375474825,0.984647504825776,2,15,"chondrocyte development","BP"
"7070","GO:0030574",0.100078865642774,0.984542996205401,2,16,"collagen catabolic process","BP"
"13577","GO:0055093",0.100088492250473,0.968731132677146,4,51,"response to hyperoxia","BP"
"7252","GO:0030997",0.100128449528208,0.996507136919623,1,3,"regulation of centriole-centriole cohesion","BP"
"11719","GO:0046348",0.100391110432099,0.984378947152097,2,17,"amino sugar catabolic process","BP"
"7775","GO:0032088",0.100809822738781,0.968403482711105,4,52,"negative regulation of NF-kappaB transcription factor activity","BP"
"12982","GO:0051145",0.101141372562176,0.984282921266581,2,16,"smooth muscle cell differentiation","BP"
"15232","GO:0071276",0.101209725382269,0.984367364525963,2,15,"cellular response to cadmium ion","BP"
"7243","GO:0030974",0.101426801175233,0.996413729159287,1,3,"thiamine pyrophosphate transmembrane transport","BP"
"16274","GO:0090422",0.101426801175233,0.996413729159287,1,3,"thiamine pyrophosphate transmembrane transporter activity","MF"
"828","GO:0002093",0.10173957659257,0.984355068189896,2,14,"auditory receptor cell morphogenesis","BP"
"6451","GO:0021536",0.101902132164804,0.962659384904446,5,73,"diencephalon development","BP"
"6232","GO:0019372",0.102389116619165,0.984196774695668,2,14,"lipoxygenase pathway","BP"
"8404","GO:0033218",0.102689010696635,0.943473672846463,12,230,"amide binding","MF"
"18342","GO:1903522",0.102714313937732,0.947057127819417,10,178,"regulation of blood circulation","BP"
"677","GO:0001886",0.102770253653318,0.996315714789623,1,3,"endothelial cell morphogenesis","BP"
"18869","GO:1904760",0.102941215233526,0.996303142443551,1,3,"regulation of myofibroblast differentiation","BP"
"2724","GO:0006261",0.103165281074726,0.951440994636869,8,134,"DNA-templated DNA replication","BP"
"15533","GO:0071821",0.103172247507388,0.996286116839029,1,3,"FANCM-MHF complex","CC"
"6264","GO:0019477",0.103282248169349,0.996277996060715,1,3,"L-lysine catabolic process","BP"
"11749","GO:0046440",0.103282248169349,0.996277996060715,1,3,"L-lysine metabolic process","BP"
"301","GO:0000803",0.103303487868285,0.974618953103879,3,27,"sex chromosome","CC"
"19524","GO:1990737",0.103451393149095,0.996265490795825,1,3,"response to manganese-induced endoplasmic reticulum stress","BP"
"11093","GO:0045005",0.103548174812896,0.967319938901093,4,49,"DNA-templated DNA replication maintenance of fidelity","BP"
"6190","GO:0019229",0.103549814170366,0.957638484647154,6,92,"regulation of vasoconstriction","BP"
"5750","GO:0016715",0.10366882512889,0.983762457981152,2,15,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen","MF"
"10394","GO:0043050",0.10433453070158,0.983491214035484,2,16,"pharyngeal pumping","BP"
"12267","GO:0048285",0.104363880214096,0.936090871293876,17,333,"organelle fission","BP"
"9437","GO:0035751",0.104386128625571,0.983302847698452,2,18,"regulation of lysosomal lumen pH","BP"
"286","GO:0000785",0.104403307526971,0.93606334292601,17,333,"chromatin","CC"
"1445","GO:0003691",0.104419701958507,0.996193477494916,1,3,"double-stranded telomeric DNA binding","MF"
"1979","GO:0004741",0.104729826164509,0.996170260737687,1,3,"[pyruvate dehydrogenase (lipoamide)] phosphatase activity","MF"
"5646","GO:0016508",0.104782658949856,0.996166298135447,1,3,"long-chain-enoyl-CoA hydratase activity","MF"
"4368","GO:0009636",0.105417171964486,0.931077356842815,22,484,"response to toxic substance","BP"
"10231","GO:0042698",0.105492199368222,0.966436402612777,4,51,"ovulation cycle","BP"
"17333","GO:1900240",0.106059872193162,0.996069848166702,1,3,"negative regulation of phenotypic switching","BP"
"19309","GO:1905916",0.106059872193162,0.996069848166702,1,3,"negative regulation of cell differentiation involved in phenotypic switching","BP"
"19318","GO:1905931",0.106059872193162,0.996069848166702,1,3,"negative regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching","BP"
"10599","GO:0043403",0.106090818190374,0.982953963550345,2,17,"skeletal muscle tissue regeneration","BP"
"3264","GO:0007049",0.106144701058839,0.922310962038009,40,913,"cell cycle","BP"
"13814","GO:0060323",0.106447074202386,0.973230294611887,3,32,"head morphogenesis","BP"
"13836","GO:0060348",0.106842485563824,0.95234204621336,7,112,"bone development","BP"
"5821","GO:0016831",0.107126469766791,0.982604240161669,2,18,"carboxy-lyase activity","MF"
"15948","GO:0072757",0.107127687076585,0.995988243700177,1,3,"cellular response to camptothecin","BP"
"2199","GO:0005222",0.10719142405078,0.995983344901209,1,3,"intracellular cAMP-activated cation channel activity","MF"
"5503","GO:0016233",0.107499583941025,0.982929803047868,2,14,"telomere capping","BP"
"5925","GO:0017071",0.108274711364324,0.995899602705601,1,3,"intracellular cyclic nucleotide activated cation channel complex","CC"
"11264","GO:0045347",0.108309911328216,0.995896866361094,1,3,"negative regulation of MHC class II biosynthetic process","BP"
"13379","GO:0051926",0.108999311618083,0.972218389025313,3,34,"negative regulation of calcium ion transport","BP"
"11893","GO:0046686",0.109223956880302,0.964798740127539,4,52,"response to cadmium ion","BP"
"8425","GO:0033273",0.109312348168205,0.959112569899823,5,72,"response to vitamin","BP"
"3366","GO:0007214",0.1093431966629,0.972093060971941,3,34,"gamma-aminobutyric acid signaling pathway","BP"
"16469","GO:0097191",0.109343455992942,0.964746756936282,4,52,"extrinsic apoptotic signaling pathway","BP"
"15481","GO:0071692",0.109730095734836,0.995785663427801,1,3,"protein localization to extracellular region","BP"
"13010","GO:0051186",0.10988185993525,0.930197891299587,19,426,NA,NA
"1882","GO:0004601",0.109888821278812,0.971813109471722,3,36,"peroxidase activity","MF"
"14393","GO:0061386",0.110341562047473,0.995219980012934,1,4,"closure of optic fissure","BP"
"14333","GO:0061299",0.110363033165869,0.995735598648319,1,3,"retina vasculature morphogenesis in camera-type eye","BP"
"16096","GO:0090116",0.110487033019309,0.995725753881041,1,3,"C-5 methylation of cytosine","BP"
"2955","GO:0006584",0.110520480227537,0.971662616890828,3,34,"catecholamine metabolic process","BP"
"4384","GO:0009712",0.110520480227537,0.971662616890828,3,34,"catechol-containing compound metabolic process","BP"
"14854","GO:0070449",0.110596467204684,0.995197314369769,1,4,"elongin complex","CC"
"16674","GO:0097680",0.110648522015659,0.995712914791837,1,3,"double-strand break repair via classical nonhomologous end joining","BP"
"1329","GO:0003253",0.110898879624312,0.995170351435115,1,4,"cardiac neural crest cell migration involved in outflow tract morphogenesis","BP"
"14341","GO:0061309",0.110898879624312,0.995170351435115,1,4,"cardiac neural crest cell development involved in outflow tract morphogenesis","BP"
"653","GO:0001840",0.11109295231615,0.981765982887144,2,16,"neural plate development","BP"
"19836","GO:2000395",0.111237337556631,0.995665929439909,1,3,"regulation of ubiquitin-dependent endocytosis","BP"
"19837","GO:2000397",0.111237337556631,0.995665929439909,1,3,"positive regulation of ubiquitin-dependent endocytosis","BP"
"16288","GO:0090498",0.111470857422823,0.995647220636972,1,3,"extrinsic component of Golgi membrane","CC"
"15342","GO:0071454",0.11159582144874,0.995637191503147,1,3,"cellular response to anoxia","BP"
"13776","GO:0060278",0.111909133302374,0.981553117705092,2,16,"regulation of ovulation","BP"
"718","GO:0001944",0.112140674161568,0.932913460986531,15,302,"vasculature development","BP"
"12024","GO:0046983",0.112197007960245,0.918449419853633,37,879,"protein dimerization activity","MF"
"15544","GO:0071850",0.112272018379393,0.981458164142954,2,16,NA,NA
"1145","GO:0002813",0.112300272106399,0.995580427291461,1,3,"regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria","BP"
"7690","GO:0031935",0.112363354180714,0.971130155824178,3,31,NA,NA
"311","GO:0000819",0.112713276500565,0.945932202931745,8,130,"sister chromatid segregation","BP"
"4907","GO:0010997",0.112743694186788,0.995544498119096,1,3,"anaphase-promoting complex binding","MF"
"4478","GO:0010002",0.11286782134416,0.970843747762653,3,33,"cardioblast differentiation","BP"
"19323","GO:1905937",0.113211558322111,0.994961529585541,1,4,"negative regulation of germ cell proliferation","BP"
"19743","GO:2000255",0.113211558322111,0.994961529585541,1,4,"negative regulation of male germ cell proliferation","BP"
"11303","GO:0045471",0.113392107532482,0.940371369342556,10,189,"response to ethanol","BP"
"3336","GO:0007178",0.113417495196724,0.948644781985412,7,115,"transmembrane receptor protein serine/threonine kinase signaling pathway","BP"
"11863","GO:0046641",0.113663530556756,0.995469477005179,1,3,"positive regulation of alpha-beta T cell proliferation","BP"
"11672","GO:0046165",0.11382207638604,0.956869306829966,5,74,"alcohol biosynthetic process","BP"
"18744","GO:1904478",0.114172693500865,0.995427665790625,1,3,"regulation of intestinal absorption","BP"
"18853","GO:1904729",0.114172693500865,0.995427665790625,1,3,"regulation of intestinal lipid absorption","BP"
"15026","GO:0070829",0.114459682721175,0.995404009583976,1,3,NA,NA
"2492","GO:0005868",0.114474399328285,0.980770912242427,2,17,"cytoplasmic dynein complex","CC"
"13317","GO:0051784",0.114487865522658,0.95659448465705,5,71,"negative regulation of nuclear division","BP"
"13636","GO:0060045",0.114589586893947,0.970158430525182,3,34,"positive regulation of cardiac muscle cell proliferation","BP"
"16391","GO:0097039",0.115374816272804,0.995328145541563,1,3,"protein linear polyubiquitination","BP"
"6424","GO:0021501",0.115399161805329,0.994759719257319,1,4,"prechordal plate formation","BP"
"6588","GO:0021830",0.11548082472203,0.99475210492952,1,4,"interneuron migration from the subpallium to the cortex","BP"
"6596","GO:0021853",0.11548082472203,0.99475210492952,1,4,"cerebral cortex GABAergic interneuron migration","BP"
"18948","GO:1904936",0.11548082472203,0.99475210492952,1,4,"interneuron migration","BP"
"13915","GO:0060459",0.115571451913757,0.994743647950496,1,4,"left lung development","BP"
"6649","GO:0021953",0.115605661187457,0.944163603074853,8,138,"central nervous system neuron differentiation","BP"
"13771","GO:0060267",0.115736704294993,0.994728208782237,1,4,"positive regulation of respiratory burst","BP"
"630","GO:0001817",0.115745621336459,0.931784371461161,14,278,"regulation of cytokine production","BP"
"17069","GO:0101002",0.11580034573234,0.944033069314517,8,140,"ficolin-1-rich granule","CC"
"813","GO:0002074",0.115991859501411,0.994704323360858,1,4,"extraocular skeletal muscle development","BP"
"7071","GO:0030575",0.115996413377155,0.980363596770697,2,17,"nuclear body organization","BP"
"9450","GO:0035795",0.116285986263105,0.994676719206814,1,4,"negative regulation of mitochondrial membrane permeability","BP"
"19235","GO:1905709",0.116285986263105,0.994676719206814,1,4,"negative regulation of membrane permeability","BP"
"9682","GO:0036306",0.116342649298626,0.994671392629321,1,4,"embryonic heart tube elongation","BP"
"960","GO:0002377",0.116397610160173,0.969580337290733,3,32,"immunoglobulin production","BP"
"681","GO:0001890",0.11643705139403,0.946920317201842,7,117,"placenta development","BP"
"6254","GO:0019438",0.116569975098456,0.913617138124709,41,998,"aromatic compound biosynthetic process","BP"
"1202","GO:0003002",0.116652230937545,0.920692855793758,25,546,"regionalization","BP"
"6688","GO:0022402",0.11682952742554,0.914781845761389,37,846,"cell cycle process","BP"
"4796","GO:0010841",0.116881832609879,0.994620566599782,1,4,"positive regulation of circadian sleep/wake cycle, wakefulness","BP"
"2354","GO:0005657",0.117064796888695,0.955244728786372,5,75,"replication fork","CC"
"5815","GO:0016822",0.117300461346578,0.994580929316603,1,4,"hydrolase activity, acting on acid carbon-carbon bonds","MF"
"5816","GO:0016823",0.117300461346578,0.994580929316603,1,4,"hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances","MF"
"442","GO:0001205",0.117501207441444,0.979859263937934,2,18,NA,NA
"16875","GO:0098878",0.117514213712609,0.980191859892449,2,15,"neurotransmitter receptor complex","CC"
"12568","GO:0048865",0.117538287526731,0.969007249494425,3,35,"stem cell fate commitment","BP"
"1341","GO:0003281",0.117541588971102,0.961101202399353,4,53,"ventricular septum development","BP"
"3184","GO:0006915",0.117709184801145,0.923653169482958,20,431,"apoptotic process","BP"
"14974","GO:0070697",0.117953346505086,0.9945188056857,1,4,"activin receptor binding","MF"
"14307","GO:0061183",0.118270552289708,0.994488488041972,1,4,"regulation of dermatome development","BP"
