"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat"
"547","Catalase-rel",0.999999999976151,0.923226755974242,0,2
"4624","W2",0.999999999976285,0.788245488354394,0,5
"594","CDC48_2",0.999999999976287,0.920311137432298,0,2
"595","CDC48_N",0.999999999976287,0.920311137432298,0,2
"4586","VIT_2",0.999999999976424,0.94395301898925,0,1
"2665","Muskelin_N",0.999999999976437,0.95983119032808,0,1
"609","CEBP_ZZ",0.999999999976438,0.922920378676373,0,2
"3727","RRM_7",0.999999999976438,0.922920378676373,0,2
"1633","Fes1",0.999999999976476,0.924080899546784,0,2
"3688","RNase_P_Rpp14",0.999999999976723,0.926871660405657,0,2
"2737","Nbas_N",0.999999999976792,0.890519068527788,0,2
"3844","Sec39",0.999999999976792,0.890519068527788,0,2
"2903","Octopine_DH",0.999999999976848,0.820649750235708,0,5
"885","DBP10CT",0.999999999976849,0.923695314038821,0,2
"1184","DUF3591",0.999999999976882,0.890673656937958,0,2
"4155","TBP-binding",0.999999999976882,0.890673656937958,0,2
"4729","zf-CCHC_6",0.999999999976882,0.890673656937958,0,2
"2100","HSP20",0.999999999977037,0.926677925048894,0,2
"4705","zf-C2H2_4",0.99999999997722,0.886864206826492,0,3
"464","Brix",0.99999999997724,0.821931721218099,0,5
"2054","Histone",0.999999999977318,0.806638647390843,0,5
"1230","DUF4414",0.999999999977324,0.870638192804444,0,2
"4276","Tmem26",0.999999999977375,0.82132293982647,0,5
"3556","Ribosomal_L28e",0.999999999977658,0.925860823183038,0,2
"857","Cystatin",0.999999999977776,0.925471824660176,0,2
"4379","tRNA_bind",0.999999999977864,0.807268831571065,0,5
"1867","Glyco_trans_1_4",0.999999999977912,0.923463016788767,0,2
"1762","Gar1",0.999999999977919,0.923858858939063,0,2
"3244","PNTB",0.999999999978002,0.91441665207493,0,2
"3245","PNTB_4TM",0.999999999978002,0.91441665207493,0,2
"3815","SCA7",0.999999999978011,0.918078777176261,0,2
"1577","FAM91_C",0.999999999978042,0.920703847074716,0,2
"1578","FAM91_N",0.999999999978042,0.920703847074716,0,2
"2783","Nitroreductase",0.999999999978043,0.924914447198332,0,2
"1477","Enkurin",0.999999999978091,0.924967480072091,0,2
"3730","RrnaAD",0.999999999978091,0.924649245253855,0,2
"1049","DUF1241",0.999999999978123,0.924885239763969,0,2
"4642","WH1",0.999999999978249,0.821025926135777,0,5
"504","Cadherin_C_2",0.999999999978325,0.924413594527906,0,2
"1668","fn2",0.999999999978474,0.883922588215573,0,2
"4786","zf-ZPR1",0.999999999978514,0.923520178719362,0,2
"2658","MtN3_slv",0.99999999997856,0.925832925204037,0,2
"1759","GalKase_gal_bdg",0.999999999978564,0.923958412088735,0,2
"3357","PTPLA",0.999999999978585,0.924422946477903,0,2
"729","COBRA1",0.999999999978721,0.960729340831601,0,1
"1301","DUF4749",0.999999999978721,0.960729340831601,0,1
"4140","TAP_C",0.999999999978721,0.960729340831601,0,1
"4141","Tap-RNA_bind",0.999999999978721,0.960729340831601,0,1
"3300","PRKCSH-like",0.9999999999788,0.925130544677246,0,2
"4435","Tyr_Deacylase",0.999999999978897,0.927098097418962,0,2
"1833","Glutaminase",0.999999999978934,0.923212206743841,0,2
"748","COMP",0.999999999978942,0.906201248002552,0,2
"4222","Tho2",0.999999999978956,0.927394032680184,0,1
"4223","Thoc2",0.999999999978956,0.927394032680184,0,1
"4224","THOC2_N",0.999999999978956,0.927394032680184,0,1
"992","dNK",0.999999999979006,0.889838397223514,0,3
"2256","KOW",0.999999999979116,0.815236703735025,0,5
"1416","EF-hand_11",0.999999999979124,0.88848085244539,0,2
"2301","LCCL",0.99999999997914,0.924950637961987,0,2
"2731","NAP",0.999999999979147,0.923998039922868,0,2
"641","ChaC",0.999999999979185,0.926165963112402,0,2
"2546","MIG-14_Wnt-bd",0.999999999979195,0.923274863159269,0,2
"4056","Staufen_C",0.999999999979216,0.923448363616408,0,2
"1391","E3_UFM1_ligase",0.999999999979228,0.959060517462821,0,1
"4358","Translin",0.999999999979232,0.925357884996034,0,2
"2203","Iso_dh",0.999999999979291,0.82051526956383,0,5
"877","DAN",0.999999999979431,0.891152443024739,0,3
"3608","Ribosomal_S4",0.999999999979493,0.926567978076928,0,2
"4604","Vps39_1",0.999999999979523,0.915213191807205,0,2
"3343","PseudoU_synth_2",0.999999999979535,0.923852239714777,0,2
"3253","Polysacc_deac_1",0.999999999979696,0.82078981584837,0,5
"4682","YIF1",0.999999999979717,0.925455383009536,0,2
"4593","VPS11_C",0.999999999979769,0.923652242767401,0,2
"4301","Tom37",0.999999999979809,0.889414016588561,0,3
"1234","DUF4457",0.999999999979839,0.889784964012864,0,2
"2594","Mob_synth_C",0.999999999979881,0.924868155765207,0,2
"1156","DUF3398",0.999999999979974,0.855470390451995,0,2
"3038","PEHE",0.999999999980006,0.913531502445702,0,2
"364","B2-adapt-app_C",0.999999999980032,0.915374428325296,0,2
"350","Auto_anti-p27",0.999999999980055,0.962720572684551,0,1
"4185","TFIID_30kDa",0.999999999980055,0.962720572684551,0,1
"4281","Tmemb_14",0.999999999980072,0.927443078082097,0,2
"2148","IGFBP",0.999999999980182,0.9246334836563,0,2
"797","CRM1_C",0.999999999980192,0.899257623890018,0,2
"1911","GPCR_chapero_1",0.999999999980231,0.923157633577742,0,2
"1177","DUF3524",0.999999999980235,0.890520949334549,0,3
"2080","HOIP-UBA",0.999999999980388,0.92708108446543,0,1
"3614","Ribosomal_S7",0.999999999980397,0.925644921633925,0,2
"1121","DUF2353",0.999999999980447,0.960749654389624,0,1
"1257","DUF4520",0.999999999980447,0.960749654389624,0,1
"1258","DUF4524",0.999999999980447,0.960749654389624,0,1
"2680","Myb_DNA-bind_7",0.999999999980447,0.960749654389624,0,1
"1746","Gaa1",0.999999999980511,0.925174072453774,0,2
"2384","M16C_assoc",0.999999999980516,0.907776423705164,0,2
"191","Alpha_L_fucos",0.999999999980556,0.814484916751683,0,5
"2189","Ion_trans_N",0.999999999980576,0.920320829800486,0,2
"2996","PARP_reg",0.999999999980596,0.845629429739287,0,3
"4641","WGR",0.999999999980596,0.845629429739287,0,3
"3238","PMT",0.999999999980696,0.92009198341144,0,2
"3239","PMT_4TMC",0.999999999980696,0.92009198341144,0,2
"3355","PTH2",0.999999999980783,0.826189228767444,0,5
"3087","Peptidase_M41",0.999999999980939,0.883354836238731,0,3
"4167","Telomere_Sde2_2",0.999999999980943,0.922050122479265,0,2
"3925","Skp1_POZ",0.999999999981176,0.926930925858278,0,2
"953","DLD",0.999999999981193,0.926769769336606,0,1
"2034","HHH_7",0.999999999981193,0.926769769336606,0,1
"2106","HTH_44",0.999999999981193,0.926769769336606,0,1
"3887","SH2_2",0.999999999981193,0.926769769336606,0,1
"4016","SPT6_acidic",0.999999999981193,0.926769769336606,0,1
"4690","YqgF",0.999999999981193,0.926769769336606,0,1
"579","CCDC74_C",0.99999999998124,0.960925727054674,0,1
"1071","DUF1682",0.99999999998124,0.960925727054674,0,1
"1294","DUF4707",0.99999999998124,0.960925727054674,0,1
"1570","FAM220",0.99999999998124,0.960925727054674,0,1
"1766","GAS",0.99999999998124,0.960925727054674,0,1
"2795","NOB1_Zn_bind",0.99999999998124,0.960925727054674,0,1
"3198","PIN_6",0.99999999998124,0.960925727054674,0,1
"4308","TORC_C",0.99999999998124,0.960925727054674,0,1
"4309","TORC_M",0.99999999998124,0.960925727054674,0,1
"4310","TORC_N",0.99999999998124,0.960925727054674,0,1
"2317","Lgl_C",0.999999999981352,0.893252131902385,0,2
"2347","LLGL",0.999999999981352,0.893252131902385,0,2
"678","CLAMP",0.999999999981389,0.925161791078195,0,2
"4407","TRPM_tetra",0.999999999981439,0.807669637428882,0,3
"2561","MitMem_reg",0.999999999981508,0.823863614219017,0,5
"1164","DUF3449",0.999999999981592,0.959334943199296,0,1
"3876","SF3A3",0.999999999981592,0.959334943199296,0,1
"3877","SF3a60_bindingd",0.999999999981592,0.959334943199296,0,1
"655","Choline_kinase",0.999999999981624,0.924240674924911,0,2
"4660","Xlink",0.999999999981686,0.821935436687913,0,5
"4470","uDENN",0.999999999981705,0.71631135317632,0,5
"424","Bin3",0.999999999982083,0.960764630513692,0,1
"593","CDC45",0.999999999982083,0.960764630513692,0,1
"3594","Ribosomal_S18",0.999999999982126,0.89152303428984,0,3
"674","Citrate_synt",0.999999999982127,0.911323722633324,0,2
"2953","P5CR_dimer",0.999999999982376,0.92478593612822,0,2
"2331","LIP1",0.999999999982383,0.932132558442077,0,1
"3212","PKD",0.999999999982401,0.907477820086574,0,2
"4180","TFIIA",0.999999999982413,0.911223243225409,0,2
"165","AKAP28",0.999999999982431,0.926115998986128,0,2
"1781","GCFC",0.999999999982447,0.916554944965767,0,2
"2043","Hira",0.999999999982525,0.951765795694257,0,1
"2044","HIRA_B",0.999999999982525,0.951765795694257,0,1
"590","CDC37_C",0.999999999982899,0.961280994366772,0,1
"591","CDC37_M",0.999999999982899,0.961280994366772,0,1
"592","CDC37_N",0.999999999982899,0.961280994366772,0,1
"757","Consortin_C",0.999999999982899,0.961280994366772,0,1
"1286","DUF4658",0.999999999982899,0.961280994366772,0,1
"4376","Trm112p",0.999999999982956,0.927420419771962,0,2
"1299","DUF4743",0.999999999982983,0.927044720035681,0,2
"832","Cullin_binding",0.999999999983122,0.889669662007254,0,3
"3201","PINIT",0.999999999983198,0.923758247915082,0,2
"2159","Img2",0.999999999983358,0.962712950237599,0,1
"2642","MRP-S35",0.999999999983358,0.962712950237599,0,1
"2779","NifU_N",0.999999999983358,0.962712950237599,0,1
"3592","Ribosomal_S17_N",0.999999999983358,0.962712950237599,0,1
"4288","Tmemb_9",0.999999999983358,0.962712950237599,0,1
"1349","DUF89",0.999999999983362,0.921776837552864,0,2
"75","ABC_trans_CmpB",0.99999999998341,0.962532480189813,0,1
"1145","DUF3161",0.99999999998341,0.962532480189813,0,1
"3920","SKA2",0.99999999998341,0.962532480189813,0,1
"4405","TRP_2",0.999999999983456,0.812899980608027,0,5
"3656","RNA_POL_M_15KD",0.999999999983507,0.927428308228885,0,2
"1979","HAUS-augmin3",0.999999999983526,0.960627102636622,0,1
"2170","Inos-1-P_synth",0.999999999983526,0.960627102636622,0,1
"2715","NAD_binding_5",0.999999999983526,0.960627102636622,0,1
"1418","EF-hand_3",0.999999999983587,0.781652767648693,0,5
"3149","PHD_4",0.999999999983597,0.949556359520724,0,1
"1157","DUF3399",0.999999999983612,0.887216666910581,0,3
"3895","Shal-type",0.999999999983612,0.887216666910581,0,3
"4024","SRF-TF",0.999999999983688,0.922714190605263,0,2
"4119","Syntaxin_2",0.999999999983756,0.924448513718599,0,2
"3207","PITH",0.999999999983877,0.891269844460092,0,3
"242","AP_endonuc_2",0.999999999984139,0.924356682633578,0,2
"1225","DUF4283",0.999999999984152,0.924068120669283,0,2
"1405","ECR1_N",0.999999999984274,0.962451461586342,0,1
"1531","EXOSC1",0.999999999984274,0.962451461586342,0,1
"2480","Mei5",0.999999999984274,0.962451461586342,0,1
"4695","zf-3CxxC",0.999999999984274,0.962451461586342,0,1
"768","Costars",0.99999999998428,0.927636341220577,0,2
"554","Caveolin",0.999999999984303,0.926194498840442,0,2
"2224","KAP",0.999999999984318,0.916649236773631,0,2
"4118","Syntaxin",0.999999999984348,0.889496119865791,0,3
"282","ARID",0.999999999984375,0.723450917230167,0,5
"3044","Pep_deformylase",0.999999999984444,0.925857286480905,0,2
"969","DNA_mis_repair",0.999999999984476,0.820326151141172,0,4
"3868","Septin",0.99999999998458,0.820229575817566,0,5
"3976","SOUL",0.999999999984583,0.924566216643897,0,2
"3962","SOAR",0.999999999984646,0.960433794048079,0,1
"316","Atg14",0.999999999985037,0.922246676869788,0,2
"4399","tRNA-synt_2c",0.999999999985114,0.917649768663681,0,2
"2538","Microcephalin",0.999999999985212,0.958039869276303,0,1
"1713","FtsJ",0.999999999985228,0.814620250568376,0,5
"3560","Ribosomal_L30",0.999999999985238,0.926389324420885,0,2
"1821","GlcNAc_2-epim",0.99999999998526,0.921981286904156,0,2
"3726","RRM_5",0.99999999998526,0.921981286904156,0,2
"2302","LCM",0.999999999985272,0.92329297209709,0,2
"2247","KIF1B",0.999999999985307,0.747464531961871,0,5
"259","APP_amyloid",0.999999999985324,0.925323846756441,0,2
"1291","DUF4698",0.999999999985477,0.919225530118129,0,2
"3243","PNPase",0.999999999985572,0.959186673679674,0,1
"754","Complex1_LYR_2",0.99999999998563,0.963118588199549,0,1
"1138","DUF2615",0.99999999998563,0.963118588199549,0,1
"1139","DUF2678",0.99999999998563,0.963118588199549,0,1
"1253","DUF4513",0.99999999998563,0.963118588199549,0,1
"2377","LURAP",0.99999999998563,0.963118588199549,0,1
"3639","Ripply",0.99999999998563,0.963118588199549,0,1
"4700","zf-ANAPC11",0.99999999998563,0.963118588199549,0,1
"1110","DUF21",0.999999999985736,0.922827562784718,0,2
"2963","PABP",0.999999999985777,0.887781644371786,0,2
"2420","MAPKK1_Int",0.999999999985893,0.925947275542618,0,2
"326","ATP-cone",0.999999999986008,0.918546395242763,0,2
"3511","Ribonuc_red_lgC",0.999999999986008,0.918546395242763,0,2
"3512","Ribonuc_red_lgN",0.999999999986008,0.918546395242763,0,2
"2456","Med15",0.99999999998602,0.925396552343116,0,2
"943","DinB_2",0.99999999998603,0.958300722693759,0,1
"1907","GON",0.999999999986031,0.886869385555226,0,2
"535","Carn_acyltransf",0.99999999998616,0.815563837161616,0,5
"1684","FOP_dimer",0.999999999986163,0.925185272296464,0,2
"2674","MVP_shoulder",0.999999999986174,0.916307752341331,0,2
"4572","Vault",0.999999999986174,0.916307752341331,0,2
"3922","Ski_Sno",0.999999999986206,0.922450409857748,0,2
"1809","GGACT",0.999999999986271,0.926845940408056,0,2
"1042","DUF1143",0.999999999986314,0.962812636927103,0,1
"1652","Fis1_TPR_C",0.999999999986314,0.962812636927103,0,1
"1653","Fis1_TPR_N",0.999999999986314,0.962812636927103,0,1
"2401","Mago_nashi",0.999999999986314,0.962812636927103,0,1
"2609","MOSC",0.99999999998633,0.817708087051703,0,5
"2610","MOSC_N",0.99999999998633,0.817708087051703,0,5
"325","ATP_synt_H",0.999999999986394,0.963294927132433,0,1
"3598","Ribosomal_S21e",0.999999999986394,0.963294927132433,0,1
"1982","HBB",0.999999999986399,0.959201966412349,0,1
"3141","PH_8",0.999999999986399,0.959201966412349,0,1
"3843","Sec34",0.999999999986399,0.959201966412349,0,1
"2787","NLE",0.99999999998645,0.923486540248583,0,2
"15","3HCDH",0.999999999986506,0.887037489317472,0,3
"16","3HCDH_N",0.999999999986506,0.887037489317472,0,3
"4627","WAPL",0.999999999986554,0.921967543073724,0,2
"1065","DUF1620",0.999999999986564,0.889869296123974,0,3
"4163","TEA",0.999999999986575,0.924234711093652,0,2
"3380","Pyr_redox_3",0.999999999986627,0.923160363708596,0,2
"3893","SH3BGR",0.999999999986669,0.927780638192322,0,2
"3750","Rtt106",0.999999999986734,0.912377055836139,0,2
"1472","EndIII_4Fe-2S",0.99999999998675,0.960916070839255,0,1
"2195","IPPT",0.99999999998675,0.960916070839255,0,1
"2877","NUDIX_4",0.99999999998675,0.960916070839255,0,1
"3096","Peptidase_S10",0.999999999986766,0.923574713581656,0,2
"4692","YTH",0.999999999986794,0.851478804591493,0,3
"4648","WRNPLPNID",0.999999999986829,0.913113275330299,0,2
"4698","zf-A20",0.999999999986835,0.809804308995309,0,5
"495","C9orf72-like",0.999999999986861,0.925559631981264,0,2
"3056","Peptidase_C13",0.999999999987024,0.923905368413141,0,2
"86","Abi_HHR",0.999999999987032,0.923368340850753,0,2
"4463","UCH_1",0.999999999987034,0.907508601450706,0,2
"794","CREPT",0.999999999987054,0.906858182389958,0,2
"1017","DRY_EERY",0.999999999987133,0.921484019601499,0,2
"1090","DUF1899",0.999999999987145,0.882188451047889,0,3
"4638","WD40_4",0.999999999987145,0.882188451047889,0,3
"380","Bap31",0.999999999987201,0.890918328041543,0,3
"2118","Hydin_ADK",0.999999999987215,0.71586202362366,0,5
"3733","Rrp44_CSD1",0.999999999987284,0.793155609908491,0,5
"27","6PF2K",0.999999999987285,0.924340527578611,0,2
"3444","RBR",0.999999999987327,0.959999612332292,0,1
"4741","zf-FCS",0.999999999987327,0.959999612332292,0,1
"544","CASP_C",0.999999999987334,0.922519955674204,0,2
"1413","EF-1_beta_acid",0.999999999987417,0.925532102303569,0,2
"1425","EF1_GNE",0.999999999987417,0.925532102303569,0,2
"4664","XPG_I",0.999999999987429,0.79947139023232,0,5
"1461","ELMO_CED12",0.999999999987435,0.886932157672857,0,3
"3977","Sox_N",0.999999999987435,0.923716741294732,0,2
"3492","RHD_dimer",0.999999999987437,0.881845997504683,0,3
"3493","RHD_DNA_bind",0.999999999987437,0.881845997504683,0,3
"2596","MoCF_biosynth",0.999999999987605,0.923008423182242,0,2
"1648","Filament",0.99999999998763,0.921565002214607,0,2
"1605","FDX-ACB",0.999999999987671,0.923152045915464,0,2
"2569","MKRN1_C",0.999999999987749,0.960943439590167,0,1
"4020","SRA1",0.999999999987749,0.960943439590167,0,1
"373","BAF",0.999999999987761,0.892500833623262,0,3
"1332","DUF727",0.999999999987899,0.902465375363944,0,2
"2721","NAD_synthase",0.99999999998791,0.920103221587623,0,2
"2965","PAC3",0.999999999988021,0.927336771955803,0,2
"2839","Nsp1_C",0.999999999988132,0.960562107735837,0,1
"212","AMP_N",0.999999999988133,0.887136224435406,0,3
"1896","GMC_oxred_C",0.999999999988137,0.907830700671255,0,2
"1897","GMC_oxred_N",0.999999999988137,0.907830700671255,0,2
"1314","DUF4976",0.999999999988205,0.923247617761552,0,2
"99","Acetyltransf_16",0.999999999988385,0.960882362454564,0,1
"2914","ORC2",0.999999999988385,0.960882362454564,0,1
"3546","Ribosomal_L22",0.999999999988425,0.926181284358044,0,2
"2880","Nup160",0.999999999988465,0.861826297590161,0,2
"3050","Pept_tRNA_hydro",0.999999999988547,0.926083086240554,0,2
"4645","WHIM1",0.999999999988555,0.818185534104261,0,3
"1167","DUF3454",0.999999999988616,0.88908941746236,0,2
"2798","NOD",0.999999999988616,0.88908941746236,0,2
"2799","NODP",0.999999999988616,0.88908941746236,0,2
"813","CTNNBL",0.999999999988878,0.960789067811656,0,1
"1366","Dynactin_p62",0.999999999988878,0.960789067811656,0,1
"1444","eIF-3_zeta",0.999999999988878,0.960789067811656,0,1
"1681","Folliculin",0.999999999988878,0.960789067811656,0,1
"1682","Folliculin_C",0.999999999988878,0.960789067811656,0,1
"3708","RPAP1_C",0.999999999988946,0.932200955308471,0,1
"3709","RPAP1_N",0.999999999988946,0.932200955308471,0,1
"301","Asp_protease",0.999999999989146,0.961059088049341,0,1
"1124","DUF2363",0.999999999989146,0.961059088049341,0,1
"1874","Glyco_transf_28",0.999999999989146,0.961059088049341,0,1
"2327","LIM_bind",0.999999999989146,0.961059088049341,0,1
"2446","MCRS_N",0.999999999989146,0.961059088049341,0,1
"3963","SOCS",0.999999999989146,0.961059088049341,0,1
"4100","Swi3",0.999999999989146,0.961059088049341,0,1
"413","Beta-TrCP_D",0.999999999989167,0.960779041578718,0,1
"865","CytochromB561_N",0.999999999989167,0.960779041578718,0,1
"2553","MIP-T3",0.999999999989167,0.960779041578718,0,1
"2559","mit_SMPDase",0.999999999989168,0.958994854063348,0,1
"4671","Xylo_C",0.999999999989168,0.958994854063348,0,1
"2019","HET",0.999999999989177,0.959923270340608,0,1
"4419","TspO_MBR",0.999999999989189,0.890185971967492,0,3
"4125","T-box_assoc",0.999999999989359,0.95688959016826,0,1
"2190","IP_trans",0.99999999998942,0.867096447305602,0,3
"2958","PA26",0.99999999998945,0.96081255912244,0,1
"3923","SKIP_SNW",0.99999999998945,0.96081255912244,0,1
"3348","PSS",0.999999999989482,0.923258915795409,0,2
"640","CH_2",0.999999999989507,0.855450145357985,0,3
"4168","TENA_THI-4",0.999999999989571,0.924467507514484,0,2
"4051","STAS",0.999999999989647,0.810371929729688,0,5
"4085","Sulfate_transp",0.999999999989647,0.810371929729688,0,5
"3291","Prenyltransf",0.999999999989711,0.925239160767879,0,2
"1240","DUF4472",0.999999999989753,0.887086122434966,0,3
"979","DNA_pol_E_B",0.999999999989795,0.886945561648984,0,3
"1533","EXS",0.999999999989802,0.922810213008875,0,2
"4017","SPX",0.999999999989802,0.922810213008875,0,2
"1466","ELP6",0.999999999989816,0.925470260762547,0,2
"1857","Glyco_hydro_63",0.999999999989942,0.917719886296123,0,2
"377","Band_3_cyto",0.999999999990028,0.846982055061657,0,3
"3504","Rib_hydrolayse",0.999999999990042,0.92411581275133,0,2
"3495","Rho_GDI",0.999999999990054,0.962422283751303,0,1
"3984","SPATA24",0.999999999990054,0.962422283751303,0,1
"1229","DUF4392",0.99999999999017,0.890547305292296,0,3
"3272","PPP5",0.999999999990224,0.92295632461842,0,2
"168","Ala_racemase_N",0.999999999990242,0.924475674782068,0,2
"2701","Na_Ca_ex_C",0.999999999990253,0.918617782362497,0,2
"2069","HMMR_N",0.999999999990286,0.957808248413152,0,1
"652","Chibby",0.999999999990291,0.962913543725605,0,1
"1119","DUF2340",0.999999999990291,0.962913543725605,0,1
"1512","ESSS",0.999999999990291,0.962913543725605,0,1
"2462","Med21",0.999999999990291,0.962913543725605,0,1
"2753","NDUFB10",0.999999999990291,0.962913543725605,0,1
"3599","Ribosomal_S24e",0.999999999990291,0.962913543725605,0,1
"245","AP3B1_C",0.999999999990356,0.950488418295056,0,1
"3855","SEEEED",0.999999999990356,0.950488418295056,0,1
"2626","MRG",0.999999999990471,0.924350250089656,0,2
"3591","Ribosomal_S17",0.999999999990521,0.927282094906082,0,2
"2061","HMA",0.999999999990528,0.869180484650438,0,3
"1621","FerA",0.999999999990589,0.716996331526646,0,5
"3724","RRM_3",0.999999999991249,0.923480174744939,0,2
"87","AbLIM_anchor",0.999999999991267,0.961069581153951,0,1
"1687","Forkhead_N",0.999999999991421,0.924840749383595,0,2
"2070","HNF_C",0.999999999991421,0.924840749383595,0,2
"1336","DUF773",0.999999999991484,0.960804789681558,0,1
"3900","SHNi-TPR",0.999999999991484,0.960804789681558,0,1
"4345","TRAM",0.999999999991484,0.960804789681558,0,1
"4494","UPF0004",0.999999999991484,0.960804789681558,0,1
"940","DIM1",0.999999999991622,0.926999287886727,0,2
"3144","PH_TFIIH",0.999999999991773,0.960793029424253,0,1
"3597","Ribosomal_S2",0.999999999991824,0.924633775676106,0,2
"538","Cas1_AcylT",0.999999999991851,0.885874197723748,0,3
"3628","Rieske_2",0.999999999991924,0.926778050070656,0,2
"1160","DUF3432",0.999999999991951,0.961087497964208,0,1
"1163","DUF3446",0.999999999991951,0.961087497964208,0,1
"2539","Microtub_bd",0.999999999991975,0.922097252653894,0,2
"3949","SNAP",0.999999999991984,0.889316472681608,0,3
"625","CENP-W",0.999999999992008,0.96313452057483,0,1
"3936","SMAP",0.999999999992008,0.96313452057483,0,1
"1410","EF_assoc_1",0.999999999992023,0.960620460098941,0,1
"1411","EF_assoc_2",0.999999999992023,0.960620460098941,0,1
"2230","KBP_C",0.999999999992023,0.960620460098941,0,1
"2440","MCM_bind",0.999999999992023,0.960620460098941,0,1
"3150","Phe_ZIP",0.999999999992023,0.960620460098941,0,1
"197","ALS2CR11",0.999999999992084,0.962458780074651,0,1
"3544","Ribosomal_L21e",0.999999999992084,0.962458780074651,0,1
"3792","SAP18",0.999999999992084,0.962458780074651,0,1
"1717","Fumble",0.999999999992125,0.922040350431599,0,2
"3292","Presenilin",0.999999999992143,0.92344680853923,0,2
"954","DLH",0.999999999992179,0.890669288684998,0,3
"3610","Ribosomal_S5",0.999999999992264,0.875707345501108,0,3
"3611","Ribosomal_S5_C",0.999999999992264,0.875707345501108,0,3
"2183","INTS2",0.999999999992375,0.938234086539717,0,1
"1395","EAP30",0.999999999992377,0.924550753277699,0,2
"155","AI-2E_transport",0.999999999992443,0.957114912712313,0,1
"3015","PC_rep",0.999999999992516,0.910584373525383,0,2
"1828","Glu_dehyd_C",0.999999999992571,0.924409388839808,0,2
"295","ASF1_hist_chap",0.999999999992714,0.962728202937177,0,1
"3534","Ribosomal_L17",0.999999999992714,0.962728202937177,0,1
"3644","RMI2",0.999999999992714,0.962728202937177,0,1
"4413","TSC22",0.999999999992714,0.962728202937177,0,1
"4519","UPF0669",0.999999999992714,0.962728202937177,0,1
"243","AP-5_subunit_s1",0.999999999992834,0.962444152660989,0,1
"1283","DUF4615",0.999999999992834,0.962444152660989,0,1
"1346","DUF866",0.999999999992834,0.962444152660989,0,1
"1484","Ependymin",0.999999999992834,0.962444152660989,0,1
"3449","RD3",0.999999999992834,0.962444152660989,0,1
"2388","Macoilin",0.999999999992881,0.960129539950255,0,1
"632","CEP76-C2",0.999999999992909,0.960488604002875,0,1
"1031","DUF1041",0.999999999992953,0.873381510376189,0,2
"2705","Na_sulph_symp",0.99999999999306,0.92172885586455,0,2
"4081","SUI1",0.999999999993119,0.890438108774644,0,3
"2208","Itfg2",0.999999999993125,0.960997199095791,0,1
"2878","NUFIP1",0.999999999993125,0.960997199095791,0,1
"4420","TTC5_OB",0.999999999993125,0.960997199095791,0,1
"4651","Wtap",0.999999999993125,0.960997199095791,0,1
"1450","eIF2A",0.999999999993135,0.922455741299708,0,2
"418","BHD_1",0.999999999993168,0.876591500039131,0,3
"419","BHD_2",0.999999999993168,0.876591500039131,0,3
"420","BHD_3",0.999999999993168,0.876591500039131,0,3
"1304","DUF4782",0.999999999993235,0.919220939015502,0,2
"2120","Hydrolase_3",0.999999999993268,0.804054528545799,0,4
"304","Asparaginase",0.99999999999327,0.886477451784347,0,3
"1363","Dymeclin",0.999999999993283,0.960366746409632,0,1
"2158","IMD",0.999999999993283,0.960366746409632,0,1
"4709","zf-C2HC_2",0.999999999993392,0.887100375980349,0,3
"3105","Peptidase_S9_N",0.999999999993513,0.886565770598183,0,3
"1261","DUF4539",0.99999999999353,0.960661334225014,0,1
"706","Cnd1_N",0.999999999993553,0.929363018402209,0,1
"254","APG9",0.999999999993603,0.960035908733712,0,1
"1695","FPN1",0.999999999993603,0.960035908733712,0,1
"3095","Peptidase_M8",0.999999999993649,0.922015642279892,0,2
"3849","Sec63",0.999999999993682,0.820106112444171,0,3
"3793","SAP30_Sin3_bdg",0.999999999993754,0.926756118940569,0,2
"4773","zf-SAP30",0.999999999993754,0.926756118940569,0,2
"2736","NB-ARC",0.999999999993785,0.855511794331302,0,3
"1298","DUF4735",0.999999999993853,0.960816432549811,0,1
"1325","DUF572",0.999999999993858,0.924098216308881,0,2
"1908","Got1",0.999999999993878,0.892057206154989,0,3
"4311","Torsin",0.999999999993907,0.923364520399617,0,2
"502","Cadherin_3",0.999999999993942,0.923569851719642,0,1
"1302","DUF4750",0.999999999994108,0.963327224336962,0,1
"2095","HSBP1",0.999999999994108,0.963327224336962,0,1
"4721","zf-C4pol",0.999999999994191,0.879118917843425,0,2
"2113","Hyccin",0.999999999994324,0.960979328324554,0,1
"2512","Methyltransf_3",0.999999999994521,0.889423654597858,0,3
"2273","L27_2",0.999999999994562,0.889311346532128,0,2
"1025","DSPn",0.99999999999464,0.923685845260243,0,2
"4266","TMEM18",0.999999999994641,0.96265225752909,0,1
"4381","tRNA_edit",0.999999999994641,0.96265225752909,0,1
"738","COG4",0.999999999994674,0.958927432380274,0,1
"1152","DUF3381",0.999999999994674,0.958927432380274,0,1
"2544","MIF4G_like",0.999999999994674,0.958927432380274,0,1
"2545","MIF4G_like_2",0.999999999994674,0.958927432380274,0,1
"3988","Spb1_C",0.999999999994674,0.958927432380274,0,1
"4500","UPF0061",0.999999999994757,0.852743024553625,0,4
"1566","FAM194",0.99999999999486,0.95909269795027,0,1
"3802","SART-1",0.99999999999486,0.95909269795027,0,1
"4800","Zw10",0.99999999999486,0.95909269795027,0,1
